Lat	Lon
46.024548	-88.724670
46.022057	-88.721001
46.017395	-88.721878
46.013329	-88.718269
46.012711	-88.712921
46.016277	-88.711906
46.015205	-88.707870
46.018246	-88.703217
46.014057	-88.683189
46.011185	-88.674934
45.999069	-88.671135
45.992718	-88.663269
45.988487	-88.670586
45.989079	-88.663895
45.987366	-88.663040
45.989330	-88.657631
45.987713	-88.652374
45.988571	-88.647400
45.985004	-88.637367
45.988045	-88.633926
45.988819	-88.614044
45.993938	-88.615685
45.998421	-88.611526
46.004772	-88.612320
46.006851	-88.607834
46.017643	-88.601311
46.015175	-88.593727
46.005119	-88.588875
46.007019	-88.580536
46.015751	-88.565353
46.012939	-88.550621
46.013809	-88.540947
46.018242	-88.532417
46.021255	-88.532280
46.018345	-88.507057
46.011192	-88.506348
46.000721	-88.500648
45.999058	-88.496765
45.995880	-88.498009
45.992268	-88.492439
45.990993	-88.486099
45.992870	-88.475868
45.998817	-88.474564
46.001049	-88.470718
45.999435	-88.458527
45.997562	-88.454231
45.993473	-88.454124
45.990227	-88.450195
45.990501	-88.439598
45.985336	-88.433334
45.984283	-88.425995
45.978592	-88.422913
45.975346	-88.416000
45.979733	-88.409737
45.982719	-88.388710
45.990284	-88.385101
45.991699	-88.380051
45.985527	-88.371254
45.974453	-88.345573
45.969376	-88.341774
45.970131	-88.337936
45.966110	-88.330040
45.958981	-88.327744
45.956673	-88.330170
45.955322	-88.327675
45.960007	-88.320396
45.963779	-88.319542
45.951164	-88.292252
45.955528	-88.284904
45.956486	-88.269081
45.959541	-88.259209
45.963585	-88.254677
45.963558	-88.247261
45.954197	-88.245613
45.949028	-88.239532
45.947453	-88.233009
45.948559	-88.222031
45.944328	-88.209457
45.945221	-88.201721
45.949883	-88.201981
45.953129	-88.197495
45.952789	-88.191856
45.947159	-88.177879
45.940056	-88.171165
45.938442	-88.165039
45.940479	-88.161591
45.937260	-88.154228
45.937290	-88.146980
45.930656	-88.140869
45.926201	-88.127296
45.921799	-88.126839
45.921757	-88.116867
45.921917	-88.102776
45.915222	-88.095284
45.904434	-88.105545
45.882328	-88.101135
45.880089	-88.095711
45.881233	-88.083839
45.872852	-88.069817
45.869255	-88.075920
45.864880	-88.075012
45.864990	-88.082466
45.855907	-88.088699
45.823174	-88.133514
45.819077	-88.135986
45.809334	-88.129333
45.802711	-88.107384
45.791405	-88.103119
45.785915	-88.094391
45.784996	-88.079643
45.780304	-88.071968
45.780743	-88.058121
45.783779	-88.041626
45.789673	-88.039604
45.789234	-88.027107
45.792500	-88.017464
45.792236	-88.006920
45.795437	-87.991318
45.793121	-87.987816
45.777020	-87.980743
45.772987	-87.989700
45.769642	-87.986305
45.764065	-87.966850
45.759083	-87.964424
45.757607	-87.960632
45.758461	-87.952057
45.756645	-87.945374
45.760406	-87.929008
45.757030	-87.921875
45.759415	-87.917763
45.756580	-87.911217
45.759205	-87.904533
45.752544	-87.898239
45.754421	-87.876778
45.745060	-87.862091
45.736431	-87.863785
45.726982	-87.855362
45.722584	-87.846474
45.715351	-87.832565
45.710266	-87.810020
45.705013	-87.804962
45.699757	-87.808952
45.683090	-87.782104
45.673321	-87.781502
45.671371	-87.795235
45.666531	-87.803169
45.662544	-87.823586
45.647747	-87.824272
45.638767	-87.810074
45.628971	-87.804359
45.623650	-87.796867
45.618885	-87.795761
45.614635	-87.780731
45.604485	-87.777824
45.602058	-87.774559
45.588535	-87.777077
45.582863	-87.786652
45.565983	-87.788681
45.563091	-87.792259
45.562901	-87.805984
45.565346	-87.810303
45.567772	-87.831741
45.559498	-87.832848
45.548653	-87.813622
45.538307	-87.803268
45.513092	-87.802132
45.506321	-87.798683
45.505058	-87.793098
45.500000	-87.792656
45.493698	-87.798058
45.485180	-87.798851
45.479122	-87.806778
45.473171	-87.805656
45.464191	-87.812866
45.457214	-87.831100
45.451134	-87.835449
45.448444	-87.844704
45.434505	-87.861588
45.417938	-87.857040
45.411716	-87.850426
45.403088	-87.849541
45.398994	-87.859016
45.393135	-87.856720
45.388256	-87.859306
45.379402	-87.875313
45.371574	-87.871376
45.362820	-87.884743
45.355835	-87.888130
45.351257	-87.882256
45.356297	-87.870255
45.365047	-87.875732
45.366081	-87.869057
45.362125	-87.865234
45.353046	-87.863373
45.347519	-87.850304
45.340466	-87.850021
45.345127	-87.838036
45.352276	-87.832504
45.350567	-87.826805
45.352680	-87.822922
45.351295	-87.809967
45.353474	-87.790215
45.349751	-87.782967
45.351223	-87.769066
45.348427	-87.762016
45.349468	-87.753990
45.355064	-87.750816
45.356880	-87.738708
45.376328	-87.720406
45.381245	-87.708214
45.387955	-87.699677
45.389847	-87.690170
45.382481	-87.674904
45.376972	-87.673401
45.368778	-87.657234
45.358643	-87.656517
45.350746	-87.647614
45.340588	-87.647659
45.327633	-87.661491
45.320766	-87.661591
45.307579	-87.672821
45.305862	-87.678978
45.298080	-87.687386
45.290657	-87.690063
45.281536	-87.698135
45.269444	-87.698669
45.266129	-87.705536
45.259399	-87.710197
45.258659	-87.707649
45.252419	-87.711205
45.239540	-87.711487
45.238358	-87.718155
45.232162	-87.724876
45.226868	-87.721245
45.218971	-87.726845
45.209412	-87.726089
45.204678	-87.736229
45.198223	-87.741623
45.172020	-87.735748
45.169968	-87.728302
45.161175	-87.717842
45.157883	-87.708092
45.152225	-87.703384
45.149525	-87.692268
45.144154	-87.683792
45.135456	-87.675865
45.130100	-87.678101
45.121311	-87.672340
45.112583	-87.661194
45.107529	-87.659851
45.108646	-87.652405
45.106384	-87.648087
45.106239	-87.631432
45.103344	-87.627533
45.094704	-87.591774
45.095280	-87.590103
45.084389	-87.585312
45.082378	-87.589104
45.084389	-87.595345
45.078365	-87.608063
45.044460	-87.625900
45.012119	-87.625008
44.983570	-87.630585
44.976212	-87.634827
44.972420	-87.660919
44.974648	-87.668732
44.973980	-87.695274
44.966396	-87.757271
44.965504	-87.762543
44.962711	-87.779060
44.951630	-87.818184
44.928478	-87.841003
44.920982	-87.843933
44.908596	-87.840675
44.894577	-87.827957
44.889034	-87.827629
44.873711	-87.837418
44.862957	-87.853394
44.838833	-87.867737
44.839809	-87.872627
44.832638	-87.891205
44.827419	-87.897072
44.796776	-87.917290
44.756351	-87.937820
44.751461	-87.954124
44.740376	-87.967491
44.726360	-87.974663
44.721146	-87.982819
44.689850	-87.989006
44.678143	-87.987328
44.672726	-87.986549
44.672726	-87.995377
44.660061	-88.003433
44.620155	-88.013794
44.602505	-88.011879
44.586773	-88.014946
44.577560	-88.024918
44.578712	-88.031448
44.575260	-88.036430
44.571419	-88.041428
44.566437	-88.041809
44.539955	-88.007271
44.529594	-87.970428
44.529213	-87.945496
44.533047	-87.934753
44.547630	-87.916710
44.572956	-87.899063
44.576797	-87.902138
44.586002	-87.896378
44.615551	-87.863373
44.619389	-87.856087
44.619003	-87.840736
44.637802	-87.803520
44.638187	-87.775505
44.645596	-87.762268
44.649136	-87.755936
44.669510	-87.745461
44.676865	-87.737000
44.691559	-87.720100
44.705936	-87.719002
44.724731	-87.722313
44.735790	-87.706833
44.788868	-87.660393
44.836414	-87.611732
44.850788	-87.582985
44.855213	-87.534332
44.855213	-87.502266
44.860741	-87.479050
44.876225	-87.460251
44.907185	-87.407166
44.927090	-87.397217
44.953625	-87.377312
44.983479	-87.362946
45.011124	-87.340820
45.049828	-87.306541
45.059780	-87.283325
45.075260	-87.281113
45.078575	-87.270058
45.087425	-87.261208
45.111752	-87.260101
45.130547	-87.250153
45.167042	-87.239098
45.173672	-87.229141
45.174782	-87.220299
45.165932	-87.216972
45.163719	-87.199287
45.172569	-87.173859
45.181412	-87.169434
45.186943	-87.159477
45.191364	-87.145103
45.192471	-87.130730
45.202423	-87.120773
45.221218	-87.121880
45.256603	-87.108620
45.258816	-87.098663
45.254395	-87.089813
45.279827	-87.071014
45.294201	-87.068810
45.297520	-87.057755
45.286461	-87.051109
45.287567	-87.037849
45.298622	-87.014626
45.297520	-86.994720
45.293095	-86.980347
45.277615	-86.969292
45.270981	-86.973709
45.244438	-86.973709
45.224541	-86.978134
45.213482	-86.986984
45.210163	-87.004669
45.211269	-87.033424
45.178097	-87.043373
45.157089	-87.043373
45.146027	-87.028999
45.139397	-87.033424
45.134972	-87.046684
45.117279	-87.053329
45.104008	-87.047798
45.089638	-87.054436
45.056465	-87.078758
45.053143	-87.092026
45.068623	-87.104195
45.066414	-87.120773
45.033241	-87.129623
45.011124	-87.139580
45.004494	-87.161690
44.966896	-87.189339
44.949203	-87.188232
44.940357	-87.174957
44.928192	-87.172752
44.923771	-87.178284
44.921558	-87.193764
44.909397	-87.211449
44.897232	-87.218086
44.882854	-87.205917
44.874012	-87.203712
44.843048	-87.270058
44.812088	-87.282219
44.801033	-87.305443
44.785549	-87.318710
44.767857	-87.318710
44.754589	-87.330872
44.709251	-87.348572
44.675545	-87.375000
44.675476	-87.375031
44.657936	-87.382179
44.628654	-87.403816
44.620872	-87.417946
44.614948	-87.420792
44.605072	-87.437408
44.576992	-87.450844
44.545795	-87.470818
44.531048	-87.473656
44.511356	-87.483620
44.477222	-87.489944
44.454880	-87.500427
44.428242	-87.503845
44.396145	-87.517380
44.378052	-87.516914
44.367527	-87.520966
44.353374	-87.532097
44.341511	-87.533340
44.327930	-87.541649
44.322098	-87.545212
44.296486	-87.542160
44.234821	-87.510376
44.210808	-87.507347
44.188629	-87.514732
44.172764	-87.525726
44.159695	-87.539864
44.144199	-87.563103
44.122501	-87.620003
44.104698	-87.646507
44.051800	-87.655998
44.037399	-87.671204
44.021259	-87.682671
43.989590	-87.695427
43.961758	-87.700638
43.941559	-87.717278
43.893452	-87.732010
43.881439	-87.735687
43.873730	-87.735939
43.851936	-87.728455
43.813263	-87.726883
43.765499	-87.698906
43.758701	-87.702797
43.749298	-87.702400
43.739300	-87.709503
43.731800	-87.709908
43.712200	-87.703705
43.687599	-87.702599
43.649967	-87.726585
43.568878	-87.787361
43.554272	-87.792366
43.542732	-87.793571
43.508736	-87.797104
43.493729	-87.793182
43.463840	-87.805214
43.392479	-87.865501
43.370529	-87.876877
43.304001	-87.890465
43.287968	-87.900063
43.256699	-87.910599
43.242001	-87.911400
43.228199	-87.906708
43.214802	-87.897202
43.192368	-87.892868
43.192001	-87.892799
43.166309	-87.880203
43.144955	-87.894432
43.129700	-87.899521
43.108345	-87.889351
43.096146	-87.874100
43.071735	-87.863930
43.059536	-87.867989
43.032078	-87.898506
43.002586	-87.890366
42.983265	-87.865959
42.958858	-87.844604
42.941570	-87.841553
42.914116	-87.841553
42.888691	-87.848671
42.842484	-87.826653
42.834290	-87.822746
42.805309	-87.794777
42.789036	-87.766808
42.779377	-87.758171
42.768696	-87.774437
42.755989	-87.780029
42.747852	-87.782066
42.723446	-87.778000
42.700054	-87.786636
42.668808	-87.805618
42.667999	-87.806107
42.632500	-87.816803
42.616199	-87.819107
42.579201	-87.813202
42.529800	-87.812202
42.491901	-87.802818
42.491814	-87.802795
42.495998	-88.200089
42.494598	-88.304604
42.493572	-88.707283
42.492004	-88.776390
42.495033	-88.940285
42.500263	-89.365921
42.500423	-89.401321
42.505669	-89.837494
42.505779	-89.926361
42.508270	-90.073547
42.507072	-90.426247
42.508301	-90.640800
42.513199	-90.636803
42.518700	-90.636597
42.544102	-90.645508
42.549900	-90.653999
42.568001	-90.661400
42.579216	-90.676926
42.589615	-90.685364
42.614513	-90.693871
42.630760	-90.702545
42.636082	-90.709084
42.640762	-90.720078
42.651447	-90.769371
42.663074	-90.843781
42.675087	-90.896828
42.685413	-90.921036
42.683853	-90.941437
42.696003	-90.976181
42.713711	-90.995407
42.720131	-91.009445
42.719578	-91.017113
42.724236	-91.026657
42.737347	-91.035286
42.738247	-91.053612
42.747353	-91.056168
42.751347	-91.064926
42.757092	-91.065369
42.757984	-91.061302
42.761856	-91.060135
42.769642	-91.069427
42.806538	-91.077965
42.827686	-91.078537
42.829987	-91.082642
42.830826	-91.093933
42.849873	-91.091270
42.859882	-91.097527
42.883091	-91.100441
42.895851	-91.117279
42.904682	-91.143250
42.907997	-91.145432
42.922894	-91.143669
42.941967	-91.149750
42.958229	-91.145302
42.978241	-91.156433
42.988186	-91.156677
43.038727	-91.174561
43.067444	-91.179329
43.080265	-91.177094
43.103786	-91.175064
43.125000	-91.178123
43.134686	-91.175125
43.142963	-91.156075
43.152424	-91.146072
43.170013	-91.138519
43.187908	-91.124298
43.197277	-91.122040
43.239315	-91.066269
43.255386	-91.057793
43.259094	-91.059624
43.262154	-91.072517
43.274769	-91.073586
43.291893	-91.085526
43.313667	-91.107109
43.328053	-91.132690
43.345951	-91.180984
43.349129	-91.201721
43.352547	-91.206490
43.367126	-91.214928
43.375000	-91.205940
43.395359	-91.197533
43.415928	-91.201096
43.422977	-91.205414
43.445564	-91.228615
43.455196	-91.233231
43.460045	-91.232109
43.471333	-91.220261
43.481167	-91.215904
43.500576	-91.217575
43.514465	-91.218163
43.523994	-91.232811
43.540337	-91.243050
43.550751	-91.243080
43.564873	-91.232681
43.581852	-91.231735
43.606205	-91.261497
43.616608	-91.268845
43.627384	-91.268318
43.641792	-91.262260
43.647694	-91.263718
43.654961	-91.271614
43.676640	-91.272606
43.695683	-91.267654
43.709854	-91.268318
43.725693	-91.257706
43.733562	-91.254768
43.745480	-91.255135
43.774700	-91.244003
43.792198	-91.262306
43.813801	-91.271904
43.837776	-91.277557
43.847099	-91.283997
43.867416	-91.310860
43.881844	-91.315170
43.888527	-91.320465
43.897701	-91.337997
43.911999	-91.347603
43.917267	-91.357285
43.937500	-91.366501
43.954277	-91.385643
43.963966	-91.405869
43.973450	-91.412354
43.984360	-91.425049
43.996864	-91.432373
44.009079	-91.463371
44.008183	-91.480728
44.019016	-91.506973
44.022263	-91.546883
44.025352	-91.558853
44.027420	-91.582458
44.031406	-91.591927
44.049347	-91.610344
44.055843	-91.627754
44.063324	-91.637970
44.064148	-91.647728
44.074242	-91.659363
44.087002	-91.666855
44.097435	-91.681381
44.098606	-91.695160
44.103943	-91.707344
44.120518	-91.710449
44.130379	-91.721397
44.134823	-91.751595
44.147575	-91.774338
44.159302	-91.807915
44.164272	-91.817146
44.178387	-91.829018
44.193039	-91.858086
44.200611	-91.875000
44.212955	-91.877274
44.231140	-91.892532
44.251808	-91.886879
44.262909	-91.895851
44.275707	-91.896805
44.281647	-91.905632
44.286533	-91.920120
44.291851	-91.924454
44.295765	-91.924721
44.311428	-91.913376
44.333584	-91.925430
44.341011	-91.941154
44.359440	-91.959358
44.365875	-91.970100
44.369152	-91.987129
44.378860	-92.006020
44.381252	-92.019142
44.388763	-92.037987
44.402763	-92.056320
44.404903	-92.078438
44.407368	-92.083397
44.414364	-92.112137
44.422150	-92.124344
44.428631	-92.170113
44.438538	-92.214989
44.445469	-92.232300
44.454288	-92.241829
44.473682	-92.276611
44.489323	-92.294197
44.501411	-92.302406
44.519855	-92.303352
44.541042	-92.315994
44.552608	-92.332497
44.558514	-92.357124
44.558323	-92.399094
44.560390	-92.414902
44.565842	-92.431557
44.562866	-92.440559
44.561970	-92.455971
44.568310	-92.480820
44.566097	-92.493622
44.575214	-92.518166
44.573589	-92.527145
44.567291	-92.540359
44.567825	-92.547874
44.571640	-92.551323
44.581165	-92.549583
44.602718	-92.567993
44.605087	-92.576958
44.600895	-92.581398
44.600121	-92.586021
44.605968	-92.590271
44.612083	-92.601318
44.611763	-92.614372
44.613705	-92.619423
44.619335	-92.623161
44.634228	-92.619583
44.649059	-92.631912
44.660915	-92.660789
44.693783	-92.700752
44.713837	-92.732193
44.745201	-92.802200
44.751503	-92.807785
44.768394	-92.805084
44.777412	-92.800110
44.792336	-92.785011
44.812626	-92.780235
44.821457	-92.772461
44.828079	-92.772064
44.836235	-92.765259
44.862202	-92.768906
44.874199	-92.763199
44.890034	-92.773743
44.898117	-92.774368
44.901402	-92.772903
44.909012	-92.758499
44.937332	-92.750443
44.955799	-92.754402
44.972183	-92.769241
45.001411	-92.771027
45.024353	-92.761856
45.033836	-92.770157
45.049278	-92.795387
45.062607	-92.802917
45.068657	-92.801315
45.078796	-92.792450
45.107082	-92.746544
45.115631	-92.739372
45.123150	-92.745491
45.155499	-92.757507
45.165199	-92.756706
45.173950	-92.752197
45.185501	-92.766602
45.204899	-92.763702
45.209599	-92.757797
45.218700	-92.751503
45.230560	-92.757248
45.249638	-92.760040
45.261700	-92.751503
45.265945	-92.751450
45.278866	-92.760406
45.287048	-92.761658
45.291000	-92.758507
45.296078	-92.745476
45.301605	-92.735268
45.326565	-92.704582
45.336411	-92.698761
45.353695	-92.703850
45.358509	-92.702515
45.372749	-92.678986
45.380177	-92.676750
45.393349	-92.663895
45.398548	-92.650215
45.413269	-92.646469
45.419209	-92.650063
45.443630	-92.647087
45.455387	-92.653343
45.464382	-92.680023
45.504887	-92.712654
45.514503	-92.726463
45.541153	-92.725868
45.566978	-92.770004
45.567928	-92.785530
45.562538	-92.803223
45.560974	-92.823097
45.566555	-92.846230
45.567619	-92.870872
45.575523	-92.883537
45.589870	-92.883064
45.598721	-92.886230
45.610256	-92.882317
45.625000	-92.887825
45.635765	-92.886650
45.641243	-92.889221
45.644192	-92.886856
45.665649	-92.878723
45.689056	-92.875282
45.696800	-92.869934
45.717613	-92.868980
45.722282	-92.862389
45.723877	-92.850731
45.728794	-92.848640
45.730068	-92.840843
45.733761	-92.828773
45.744217	-92.809631
45.763538	-92.785576
45.790058	-92.776291
45.806622	-92.757607
45.827301	-92.765480
45.832111	-92.763466
45.846333	-92.739792
45.859177	-92.735909
45.862080	-92.738014
45.891106	-92.713066
45.906422	-92.676407
45.912125	-92.675964
45.922989	-92.659355
45.924603	-92.638924
45.932529	-92.639923
45.934521	-92.637642
45.932457	-92.629066
45.935238	-92.622520
45.934582	-92.614120
45.940868	-92.602264
45.941826	-92.589943
45.948154	-92.574699
45.951702	-92.551735
45.968040	-92.549606
45.977871	-92.537514
45.983917	-92.524994
45.981915	-92.509850
45.975613	-92.490799
45.973866	-92.469162
45.979481	-92.461067
45.985092	-92.464317
45.992970	-92.453178
46.016232	-92.442062
46.021290	-92.435432
46.026825	-92.420502
46.026817	-92.408501
46.019596	-92.392487
46.014004	-92.371109
46.013470	-92.357773
46.016422	-92.350220
46.023682	-92.349091
46.032066	-92.342567
46.043049	-92.343262
46.062756	-92.332718
46.069347	-92.319138
46.074436	-92.293839
46.157387	-92.293510
46.417278	-92.292664
46.663300	-92.292000
46.668201	-92.291107
46.667400	-92.287201
46.660400	-92.286003
46.657501	-92.274200
46.650799	-92.270401
46.651100	-92.265800
46.658798	-92.256401
46.649300	-92.242302
46.653000	-92.228302
46.649899	-92.216202
46.652000	-92.206902
46.656700	-92.201401
46.667000	-92.203903
46.676800	-92.192307
46.680302	-92.181198
46.686401	-92.175903
46.690300	-92.176308
46.695301	-92.182907
46.698399	-92.205002
46.704102	-92.204506
46.707699	-92.197197
46.717602	-92.188904
46.717300	-92.174103
46.720001	-92.167107
46.716000	-92.154999
46.716000	-92.146103
46.725300	-92.141106
46.734699	-92.143105
46.739601	-92.137703
46.748699	-92.116402
46.749298	-92.089302
46.709000	-92.033798
46.704102	-92.020103
46.706539	-92.015121
NaN	NaN
46.752693	-90.787598
46.758774	-90.789162
46.767906	-90.782112
46.773762	-90.783272
46.779293	-90.789070
46.785049	-90.791382
46.788723	-90.783394
46.792992	-90.763832
46.797874	-90.753113
46.800880	-90.731789
46.810501	-90.727638
46.822113	-90.708870
46.831825	-90.680443
46.844818	-90.654701
46.864460	-90.633865
46.874474	-90.617737
46.873215	-90.603935
46.859905	-90.589340
46.849758	-90.569824
46.847317	-90.568695
46.841442	-90.578712
46.838009	-90.613640
46.827747	-90.642097
46.819645	-90.674988
46.804657	-90.674660
46.799469	-90.664909
46.799076	-90.654861
46.795216	-90.652603
46.788567	-90.657730
46.782104	-90.700706
46.785667	-90.714645
46.783173	-90.721802
46.768089	-90.739250
46.767376	-90.744896
46.754993	-90.763466
46.753082	-90.771477
46.752693	-90.787598
NaN	NaN
45.293095	-86.905151
45.337330	-86.937225
45.334007	-86.946068
45.339535	-86.954910
45.380451	-86.954910
45.415836	-86.942749
45.421364	-86.935005
45.411411	-86.927269
45.408096	-86.912895
45.409199	-86.892990
45.413624	-86.875298
45.412521	-86.860924
45.405884	-86.853188
45.411411	-86.831062
45.428001	-86.829964
45.425789	-86.816696
45.420261	-86.807846
45.406742	-86.805946
45.404778	-86.823326
45.393719	-86.834381
45.374924	-86.846550
45.356125	-86.863136
45.343960	-86.864243
45.330692	-86.869766
45.330692	-86.881935
45.325165	-86.896301
45.308575	-86.898521
45.295307	-86.895203
45.293095	-86.905151
NaN	NaN
