WBICs	hc_relative_0.3	hc_relative_0.4	hc_relative_0.5	hc_relative_0.6	hc_relative_0.7	hc_relative_0.8	hc_relative_0.9	hc_relative_1	hc_relative_1.1	hc_relative_1.2	hc_relative_1.3	hc_relative_1.4	hc_relative_1.5	hc_relative_1.6	hc_relative_1.7
178700	22.5348393702927	22.5293562811247	22.5293562811247	22.5173779518145	22.5173779518145	22.5173779518145	22.5019792563397	22.5019776424682	22.5004924499363	22.493666889947	22.4904838703647	22.4866245369233	22.4866245369233	22.4866245369233	22.4866245369233
1788300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
179100	12.5655371672899	12.4679067361953	11.5020464758405	11.0360577574297	10.4835440231918	10.4835440231918	10.4835440231918	10.4835440231918	10.4835440231918	10.4835440231918	10.4835440231918	10.4835440231918	10.4835440231918	10.4835440231918	10.4835440231918
1794700	22.5383027301677	22.5383027301677	22.5383027301677	22.5383027301677	22.5383026062873	22.5347088134172	22.5321947461481	22.5315207229635	22.5315207198999	22.5231273988444	22.5231273976204	22.5231273951842	22.5231273951842	22.5231273951842	22.5231273951842
179800	6.4350655859623	6.31517757033123	6.5531020096445	6.45045361994406	6.3832655264185	6.33559480574553	6.22059780995066	6.13288466425581	6.14738866116059	6.08180617964722	6.3131474084661	6.09725898076169	6.10373018818216	6.04497704530658	6.01019959385615
180000	9.60519690205374	9.49208654068311	9.58773262864019	9.33154346676953	8.84633069158427	8.02455301506299	6.52712118141937	6.43431138858758	5.50699976806279	5.34104128446733	5.32771817839772	5.32771817839772	5.32771817839772	5.32771817839772	5.32771817839772
1800500	23.2953585057137	23.289401548033	23.2726243240179	23.2726243240179	23.2726243240179	23.2726243239212	23.2726243240849	23.2726243243231	23.2726243243231	23.2726243801276	23.272624391006	23.272624391006	23.272624391006	23.272624391006	23.272624391006
180300	11.9541816244602	11.9358270663568	11.7351643160191	11.7270435848973	11.6246001047006	11.3273755614266	11.1470680626345	11.3397031131411	11.3646441144832	10.910855217208	11.7007631552711	11.8115408856829	11.2710505655164	11.2749305859195	11.5318006474243
1807570	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
181400	20.8190424628191	20.8188943867706	20.8170938851779	20.8128816987075	20.8112452529077	20.8110352383822	20.8114972320076	20.8089411016939	20.8070756189535	20.8014055603792	20.8058257614663	20.8050963186613	20.8066434707135	20.7956461583846	20.7928274931084
181500	20.9347989861778	20.9314363123081	20.9225171911581	20.9095418475075	20.8796684664324	20.8702723511017	20.8654765715926	20.8835889022938	20.8717047494324	20.8717047494324	20.8717047494324	20.8717047494324	20.8717047494324	20.8717047494324	20.8717047494324
181700	20.356538973002	20.356538973002	20.356538973002	20.356538973002	20.356538973002	20.356538973002	20.356538973002	20.356538973002	20.356538973002	20.356538973002	20.356538973002	20.3565332933955	20.3565332933955	20.3565332933955	20.348086425198
181900	17.3949216868175	16.448937050675	16.2447781277974	15.332466798954	15.5032479228876	15.3743279519295	15.3743279519295	15.3743279519295	15.3743279519295	15.3743279519295	15.3743279519295	15.3743279519295	15.3743279519295	15.3743279519295	15.3743279519295
182000	21.5295675087033	21.4794032301235	21.418619277816	21.4013282152852	21.3219261084634	21.2265835612685	21.1689206502292	21.1055571107154	21.1055571107154	21.1055571107154	21.1055571107154	21.1055571107154	21.1055571107154	21.1055571107154	21.1055571107154
