WBICs	hc_0.5	hc_2.66666666666667	hc_4.83333333333333	hc_7	hc_9.16666666666667	hc_11.3333333333333	hc_13.5	hc_15.6666666666667	hc_17.8333333333333	hc_20
1859100	20.9950949174151	20.9929601362625	20.9538501112651	20.8403471935157	20.7433700329403	20.7047066945226	20.7047066945226	20.7047066945226	20.7047066945226	20.7047066945226
1859400	10.1119922817163	9.19602210480498	9.22470642905803	8.97642193888929	8.09684488328693	8.11133549807225	8.11133549807225	8.11133549807225	8.11133549807225	8.11133549807225
1859600	20.9269387988438	20.9108029272406	20.8877448623773	20.8396534548852	20.8109527497755	20.8016692099939	20.8016692099939	20.8016692099939	20.8016692099939	20.8016692099939
18600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1861100	21.2341073581836	21.2341073581836	21.2341073581836	21.2341073581836	21.2341073581836	21.2339336424453	21.2339336424453	21.2334396540315	21.2334380765812	21.2334380765812
1861300	20.9039953076245	20.8255103911091	20.7920867710109	20.7920867710109	20.7920867710109	20.7920867710109	20.7920867710109	20.7920867710109	20.7920867710109	20.7920867710109
1861400	7.4724414706605	7.83520713597497	6.59546875835684	6.27732456038689	6.17701913615886	6.15686728135315	6.15686728135315	6.15686728135315	6.15686728135315	6.15686728135315
1861600	6.42507501255465	6.17840391958318	5.28173880647997	5.20365203045442	5.20365203045442	5.20365203045442	5.20365203045442	5.20365203045442	5.20365203045442	5.20365203045442
1861700	19.8491066471904	19.7615815854202	19.6752230168225	19.6440689200903	19.6440689200903	19.6440689200903	19.6440689200903	19.6440689200903	19.6440689200903	19.6440689200903
1861900	21.5341129689892	21.533971008731	21.5077861908333	21.4920674986811	21.4921339867474	21.4921339867474	21.4921339867474	21.4921339867474	21.4921339867474	21.4921339867474
1862100	19.7890389962022	19.778521929093	19.7756873501811	19.761614057968	19.7010094631707	19.7010094631707	19.7010094631707	19.7010094631707	19.7010094631707	19.7010094631707
1862200	20.149642341637	20.0197345777823	19.9009607896671	19.6889805021463	19.420187588757	19.139612639336	19.1693347034792	19.1693347034792	19.1693347034792	19.1693347034792
